id,name,dept,salary,tax
5424,White,2,542400,54240
5425,Miller,2,542500,54250
5426,White,3,542600,54260
5427,Harris,2,542700,54270
5428,Harris,1,542800,54280
5429,Anderson,0,542900,54290
5430,Garcia,5,543000,54300
5431,Harris,2,543100,54310
5432,Brown,1,543200,54320
5433,Anderson,2,543300,54330
5434,White,3,543400,54340
5435,Garcia,1,543500,54350
5436,Smith,4,543600,54360
5437,Jones,2,543700,54370
5438,Williams,1,543800,54380
5439,Garcia,4,543900,54390
5440,Thompson,1,544000,54400
5441,,1,544100,54410
5442,Wilson,1,544200,54420
5443,Thomas,2,544300,54430
5444,Thompson,2,544400,54440
5445,Jones,3,544500,54450
5446,Moore,2,544600,54460
5447,Smith,0,544700,54470
5448,Anderson,5,544800,54480
5449,Martinez,0,544900,54490
5450,Thompson,1,545000,54489
5451,Thomas,5,545100,54510
5452,Moore,4,545200,54520
5453,Anderson,2,545300,54530
5454,Jackson,2,545400,54540
5455,Moore,4,545500,54550
5456,Brown,1,545600,54560
5457,Garcia,4,545700,54570
5458,Thomas,4,545800,54580
5459,Miller,2,545900,54590
5460,Thompson,3,546000,54600
5461,Thompson,1,546100,54610
5462,Davis,3,546200,54620
5463,Jones,2,546300,54630
5464,Martinez,1,546400,54640
5465,Taylor,1,546500,54650
5466,White,1,546600,54660
5467,Anderson,4,546700,54670
5468,White,4,546800,54680
5469,Miller,3,546900,54690
5470,White,2,547000,54700
5471,Jones,2,547100,54710
5472,Davis,1,547200,54720
5473,Jackson,3,547300,54730
5474,Davis,1,547400,54740
5475,Jackson,1,547500,54750
5476,Harris,3,547600,54760
5477,Johnson,1,547700,54770
5478,Thomas,1,547800,54780
5479,White,2,547900,54790
5480,Martin,0,548000,54800
5481,Thompson,2,548100,54810
5482,Anderson,1,548200,54820
5483,Johnson,3,548300,54830
5484,Moore,4,548400,54840
5485,Miller,2,548500,54850
5486,Thompson,4,548600,54860
5487,Thomas,2,548700,54870
5488,Garcia,5,548800,54880
5489,Taylor,4,548900,54890
5490,Thompson,3,549000,54900
5491,Anderson,4,549100,54910
5492,Anderson,4,549200,54920
5493,Smith,4,549300,54930
5494,Wilson,5,549400,54940
5495,,4,549500,54950
5496,Thomas,4,549600,54960
5497,Moore,5,549700,54970
5498,Jackson,2,549800,54980
5499,Thompson,5,549900,54990
5500,Thomas,2,550000,55000
5501,Wilson,1,550100,55010
5502,Thomas,4,550200,55020
5503,Miller,5,550300,55030
5504,Wilson,2,550400,55040
5505,Harris,4,550500,55050
5506,Williams,3,550600,55060
5507,Smith,3,550700,55070
5508,White,1,550800,55080
5509,White,1,550900,55090
5510,Anderson,4,551000,55100
5511,Moore,4,551100,55110
5512,Jackson,0,551200,55120
5513,Moore,1,551300,55130
5514,Johnson,2,551400,55140
5515,Taylor,5,551500,55150
5516,Thomas,4,551600,55160
5517,Anderson,2,551700,55170
5518,,1,551800,55180
5519,Thompson,5,551900,55190
5520,Miller,4,552000,55200
5521,Thomas,1,552100,55210
5522,Moore,2,552200,55220
5523,Jackson,2,552300,55230
5524,White,2,552400,55240
5525,Anderson,3,552500,55250
5526,Thomas,3,552600,55260
5527,Thompson,4,552700,55270
5528,Smith,5,552800,55280
5529,Martinez,4,552900,55290
5530,Taylor,1,553000,55300
5531,Miller,3,553100,55310
5532,Martin,1,553200,55320
5533,Miller,2,553300,55330
5534,Taylor,5,553400,55340
5535,Miller,1,553500,55350
5536,Taylor,4,553600,55360
5537,Moore,2,553700,55370
5538,Martin,3,553800,55380
5539,Martinez,3,553900,55390
5540,Jones,2,554000,55400
5541,Williams,0,554100,55410
5542,Harris,3,554200,55420
5543,Davis,0,554300,55430
5544,Thompson,3,554400,55440
5545,Martin,0,554500,55450
5546,White,3,554600,55460
5547,Jones,1,554700,55470
5548,Wilson,3,554800,55480
5549,Anderson,3,554900,55490
5550,Jones,1,555000,55500
5551,Davis,2,555100,55510
5552,Moore,3,555200,55520
5553,Thompson,4,555300,55530
5554,Garcia,1,555400,55540
5555,Johnson,1,555500,55550
5556,Miller,3,555600,55560
5557,Davis,4,555700,55570
5558,Smith,2,555800,55580
5559,Taylor,1,555900,55590
5560,Taylor,0,556000,55600
5561,Martin,3,556100,55610
5562,Anderson,4,556200,55620
5563,White,4,556300,55630
5564,Davis,2,556400,55640
5565,Davis,0,556500,55650
5566,Anderson,1,556600,55660
5567,Wilson,1,556700,55670
5568,Davis,1,556800,55680
5569,Thompson,1,556900,55690
5570,Thomas,3,557000,55700
5571,Wilson,5,557100,55710
5572,Anderson,2,557200,55720
5573,Miller,4,557300,55730
5574,Williams,1,557400,55740
5575,Jackson,5,557500,55750
5576,Williams,0,557600,55760
5577,Smith,4,557700,55770
5578,Thompson,3,557800,55780
5579,Anderson,3,557900,55790
5580,Williams,0,558000,55800
5581,Thompson,5,558100,55810
5582,Jackson,4,558200,55820
5583,Moore,4,558300,55830
5584,Brown,1,558400,55840
5585,Garcia,0,558500,55850
5586,Jackson,0,558600,55849
5587,Davis,2,558700,55870
5588,Johnson,4,558800,55880
5589,Martin,4,558900,55890
5590,Taylor,2,559000,55900
5591,Davis,3,559100,55910
5592,Anderson,1,559200,55920
5593,Thompson,1,559300,55930
5594,Thomas,2,559400,55940
5595,Anderson,4,559500,55950
5596,Jackson,5,559600,55960
5597,,3,559700,55970
5598,Wilson,2,559800,55980
5599,Williams,4,559900,55990
5600,Harris,5,560000,56000
5601,Thompson,5,560100,56010
5602,Wilson,4,560200,56020
5603,Thompson,4,560300,56030
5604,Wilson,1,560400,56040
5605,Moore,0,560500,56050
5606,Taylor,2,560600,56060
5607,Martinez,3,560700,56070
5608,Wilson,3,560800,56080
5609,Anderson,1,560900,56090
5610,White,2,561000,56089
5611,Miller,1,561100,56110
5612,Martin,3,561200,56120
5613,Jackson,0,561300,56130
5614,Martin,1,561400,56140
5615,Moore,1,561500,56150
5616,Anderson,0,561600,56160
5617,Williams,2,561700,56170
5618,Moore,0,561800,56180
5619,Thompson,2,561900,56190
5620,Brown,2,562000,56200
5621,Taylor,2,562100,56210
5622,Miller,1,562200,56220
5623,,1,562300,56230
5624,Brown,4,562400,56240
5625,Jackson,2,562500,56250
5626,Harris,1,562600,56260
5627,Anderson,1,562700,56270
5628,Martinez,0,562800,56280
5629,Anderson,2,562900,56290
5630,Brown,4,563000,56300
5631,Martin,1,563100,56310
5632,Martin,1,563200,56320
5633,Harris,2,563300,56330
5634,Martin,3,563400,56340
5635,Jackson,3,563500,56350
5636,Miller,2,563600,56360
5637,Miller,4,563700,56370
5638,Martinez,3,563800,56380
5639,White,3,563900,56390
5640,Martinez,3,564000,56400
5641,Jackson,1,564100,56410
5642,Brown,3,564200,56420
5643,Martin,1,564300,56430
5644,Jones,0,564400,56440
5645,Martinez,1,564500,56450
5646,Thompson,2,564600,56460
5647,Thomas,2,564700,56470
5648,Williams,1,564800,56480
5649,Anderson,4,564900,56490
5650,Garcia,1,565000,56500
5651,Johnson,0,565100,56510
5652,Johnson,1,565200,56520
5653,Johnson,1,565300,56530
5654,White,4,565400,56540
5655,Harris,4,565500,56550
5656,Miller,1,565600,56560
5657,Thompson,3,565700,56570
5658,Harris,1,565800,56580
5659,Anderson,3,565900,56590
5660,Jones,3,566000,56600
5661,Jackson,3,566100,56610
5662,Garcia,0,566200,56620
5663,Thompson,2,566300,56630
5664,Thomas,3,566400,56640
5665,Anderson,2,566500,56650
5666,Martin,2,566600,56660
5667,Thomas,2,566700,56670
5668,Taylor,1,566800,56680
5669,White,1,566900,56690
5670,Taylor,1,567000,56700
5671,Thomas,0,567100,56710
5672,Martin,3,567200,56720
5673,Martin,1,567300,56730
5674,Moore,5,567400,56740
5675,Wilson,1,567500,56750
5676,Jackson,3,567600,56760
5677,Thomas,4,567700,56770
5678,Garcia,2,567800,56780
5679,Brown,4,567900,56790
5680,Martinez,2,568000,56800
5681,White,0,568100,56810
5682,Smith,0,568200,56820
5683,Johnson,4,568300,56830
5684,Jones,3,568400,56840
5685,Jackson,3,568500,56850
5686,Miller,3,568600,56860
5687,Johnson,1,568700,56870
5688,Johnson,3,568800,56880
5689,Moore,4,568900,56890
5690,Harris,1,569000,56900
5691,Miller,3,569100,56910
5692,Johnson,2,569200,56920
5693,Johnson,3,569300,56930
5694,Williams,0,569400,56940
5695,Garcia,4,569500,56950
5696,Anderson,5,569600,56960
5697,Taylor,2,569700,56970
5698,Williams,2,569800,56980
5699,Moore,5,569900,56990
5700,Wilson,5,570000,57000
5701,Thomas,5,570100,57010
5702,Miller,5,570200,57020
5703,Smith,2,570300,57030
5704,Thompson,2,570400,57040
5705,White,3,570500,57050
5706,Johnson,2,570600,57060
5707,Williams,2,570700,57070
5708,Anderson,2,570800,57080
5709,Garcia,2,570900,57090
5710,Thompson,1,571000,57100
5711,Wilson,2,571100,57110
5712,Anderson,3,571200,57120
5713,Anderson,1,571300,57130
5714,Martinez,5,571400,57140
5715,Thomas,3,571500,57150
5716,White,4,571600,57160
5717,Taylor,2,571700,57170
5718,Martin,0,571800,57180
5719,Jones,4,571900,57190
5720,Anderson,4,572000,57200
5721,Thomas,2,572100,57210
5722,Wilson,0,572200,57220
5723,Miller,1,572300,57230
5724,Anderson,0,572400,57240
5725,Smith,1,572500,57250
5726,Davis,2,572600,57260
5727,Thomas,3,572700,57270
5728,Brown,1,572800,57280
5729,Harris,4,572900,57290
5730,Thompson,0,573000,57300
5731,White,4,573100,57310
5732,Williams,2,573200,57320
5733,Wilson,3,573300,57330
5734,Moore,1,573400,57340
5735,Harris,0,573500,57350
5736,White,5,573600,57360
5737,Wilson,5,573700,57370
5738,Jones,0,573800,57380
5739,Miller,3,573900,57390
5740,Jackson,0,574000,57400
5741,Garcia,1,574100,57410
5742,Smith,4,574200,57420
5743,Anderson,2,574300,57430
5744,Jackson,1,574400,57440
5745,Thompson,1,574500,57450
5746,Brown,4,574600,57460
5747,Thomas,2,574700,57470
5748,Wilson,2,574800,57480
5749,Jackson,3,574900,57490
5750,Martinez,4,575000,57500
5751,Martinez,1,575100,57510
5752,Martin,3,575200,57520
5753,Harris,5,575300,57530
5754,Thompson,4,575400,57540
5755,Taylor,4,575500,57550
5756,Jackson,4,575600,57560
5757,Martin,0,575700,57570
5758,Thomas,4,575800,57580
5759,Moore,4,575900,57590
5760,Williams,4,576000,57600
5761,Thomas,3,576100,57610
5762,White,4,576200,57620
5763,Davis,4,576300,57630
5764,Jones,0,576400,57640
5765,Harris,0,576500,57650
5766,Harris,3,576600,57660
5767,Garcia,1,576700,57670
5768,Thompson,0,576800,57680
5769,Thomas,3,576900,57690
5770,Anderson,3,577000,57700
5771,Williams,2,577100,57710
5772,Johnson,2,577200,57720
5773,Jones,4,577300,57730
5774,Jones,0,577400,57740
5775,Wilson,3,577500,57750
5776,Williams,1,577600,57760
5777,Brown,3,577700,57770
5778,Jackson,1,577800,57780
5779,Smith,3,577900,57790
5780,Martin,1,578000,57800
5781,Harris,1,578100,57810
5782,Martinez,5,578200,57820
5783,Martin,4,578300,57830
5784,Thompson,1,578400,57840
5785,Harris,5,578500,57850
5786,Williams,1,578600,57860
5787,Davis,3,578700,57870
5788,Moore,2,578800,57880
5789,Johnson,1,578900,57890
5790,Williams,1,579000,57900
5791,Thomas,1,579100,57910
5792,Wilson,3,579200,57920
5793,Moore,3,579300,57930
5794,White,4,579400,57940
5795,Thompson,5,579500,57950
5796,Thomas,4,579600,57960
5797,Williams,4,579700,57970
5798,Garcia,5,579800,57980
5799,Miller,1,579900,57990
5800,Thompson,5,580000,58000
5801,Miller,2,580100,58010
5802,Johnson,1,580200,58020
5803,Wilson,1,580300,58030
5804,Wilson,4,580400,58040
5805,Harris,5,580500,58050
5806,Martin,0,580600,58060
5807,,1,580700,58070
5808,Miller,0,580800,58080
5809,Moore,1,580900,58090
5810,Brown,1,581000,58100
5811,Anderson,5,581100,58110
5812,Williams,2,581200,58120
5813,Garcia,4,581300,58130
5814,Davis,3,581400,58140
5815,Martin,5,581500,58139
5816,,2,581600,58160
5817,Wilson,4,581700,58170
5818,Wilson,2,581800,58180
5819,Johnson,5,581900,58190
5820,Thomas,3,582000,58200
5821,Harris,4,582100,58210
5822,Garcia,0,582200,58220
5823,Williams,3,582300,58230
5824,Wilson,2,582400,58240
5825,Smith,5,582500,58250
5826,Smith,4,582600,58260
5827,Davis,4,582700,58270
5828,Brown,0,582800,58280
5829,Thomas,2,582900,58290
5830,Jones,0,583000,58300
5831,Johnson,1,583100,58310
5832,Johnson,4,583200,58320
5833,Moore,2,583300,58330
5834,Jones,3,583400,58340
5835,Smith,4,583500,58350
5836,White,1,583600,58360
5837,Garcia,4,583700,58370
5838,Jackson,4,583800,58380
5839,Thompson,2,583900,58390
5840,Johnson,0,584000,58400
5841,Jackson,2,584100,58410
5842,Taylor,0,584200,58420
5843,Brown,1,584300,58430
5844,Wilson,1,584400,58440
5845,Garcia,2,584500,58450
5846,Martin,4,584600,58460
5847,Williams,5,584700,58470
5848,Davis,2,584800,58480
5849,Moore,3,584900,58490
5850,Moore,5,585000,58500
5851,Jackson,4,585100,58510
5852,Moore,0,585200,58520
5853,Wilson,2,585300,58530
5854,Harris,3,585400,58540
5855,Thompson,1,585500,58550
5856,Moore,4,585600,58560
5857,Thompson,0,585700,58570
5858,Brown,1,585800,58580
5859,Taylor,5,585900,58590
5860,Wilson,5,586000,58600
5861,Martinez,1,586100,58610
5862,Wilson,1,586200,58620
5863,Taylor,3,586300,58630
5864,Harris,4,586400,58629
5865,Miller,4,586500,58650
5866,Williams,1,586600,58660
5867,Brown,2,586700,58670
5868,Taylor,1,586800,58680
5869,Thomas,1,586900,58690
5870,Anderson,1,587000,58700
5871,Moore,1,587100,58710
5872,Miller,1,587200,58720
5873,Brown,5,587300,58730
5874,Thompson,2,587400,58740
5875,Wilson,3,587500,58750
5876,Thomas,2,587600,58760
5877,Davis,4,587700,58770
5878,Johnson,2,587800,58780
5879,Wilson,4,587900,58790
5880,Brown,3,588000,58800
5881,Brown,2,588100,58810
5882,Garcia,0,588200,58820
5883,Jones,3,588300,58830
5884,Harris,1,588400,58840
5885,Brown,3,588500,58850
5886,Smith,3,588600,58860
5887,,2,588700,58870
5888,Anderson,1,588800,58880
5889,Garcia,4,588900,58890
5890,Miller,3,589000,58900
5891,Moore,3,589100,58910
5892,Jones,5,589200,58920
5893,Thomas,5,589300,58930
5894,White,2,589400,58940
5895,Harris,0,589500,58950
5896,Jones,1,589600,58960
5897,Thompson,1,589700,58970
5898,Jackson,1,589800,58980
5899,Johnson,2,589900,58990
5900,Taylor,4,590000,59000
5901,White,4,590100,59010
5902,Garcia,2,590200,59020
5903,White,3,590300,59030
5904,Williams,2,590400,59040
5905,Jackson,1,590500,59050
5906,Wilson,4,590600,59060
5907,Miller,0,590700,59070
5908,Jackson,2,590800,59080
5909,Davis,1,590900,59090
5910,Martinez,0,591000,59100
5911,Smith,3,591100,59110
5912,Brown,0,591200,59120
5913,Williams,0,591300,59130
5914,Martin,2,591400,59140
5915,Brown,0,591500,59150
5916,Davis,1,591600,59160
5917,Davis,5,591700,59170
5918,Wilson,2,591800,59180
5919,Smith,2,591900,59190
5920,Smith,2,592000,59200
5921,Williams,4,592100,59210
5922,Martin,3,592200,59220
5923,Williams,4,592300,59230
5924,Wilson,4,592400,59240
5925,Thomas,2,592500,59250
5926,Miller,0,592600,59260
5927,Taylor,5,592700,59270
5928,Anderson,1,592800,59280
5929,Jackson,5,592900,59290
5930,Davis,4,593000,59300
5931,Brown,1,593100,59310
5932,Moore,5,593200,59320
5933,Davis,4,593300,59330
5934,Jackson,1,593400,59340
5935,,1,593500,59350
5936,Williams,0,593600,59360
5937,Johnson,4,593700,59370
5938,Jackson,4,593800,59380
5939,Thompson,5,593900,59390
5940,Martin,2,594000,59400
5941,Martinez,4,594100,59410
5942,Thompson,1,594200,59420
5943,Anderson,1,594300,59430
5944,Anderson,4,594400,59440
5945,White,5,594500,59450
5946,Garcia,4,594600,59460
5947,Williams,4,594700,59470
5948,Davis,1,594800,59480
5949,Thomas,2,594900,59490
5950,Jones,1,595000,59500
5951,Moore,3,595100,59510
5952,Martinez,1,595200,59520
5953,Thompson,1,595300,59530
5954,Thomas,4,595400,59540
5955,Anderson,3,595500,59550
5956,Moore,1,595600,59560
5957,Johnson,3,595700,59570
5958,Thomas,5,595800,59580
5959,Moore,0,595900,59590
5960,Davis,2,596000,59600
5961,White,0,596100,59610
5962,Williams,1,596200,59620
5963,Thomas,3,596300,59630
5964,Wilson,4,596400,59640
5965,Thompson,2,596500,59650
5966,Brown,1,596600,59660
5967,Johnson,5,596700,59670
5968,Williams,3,596800,59680
5969,Anderson,3,596900,59690
5970,Jackson,2,597000,59700
5971,Taylor,3,597100,59710
5972,Jackson,4,597200,59720
5973,Brown,3,597300,59730
5974,Davis,3,597400,59740
5975,Martin,2,597500,59750
5976,Thompson,1,597600,59760
5977,Johnson,1,597700,59770
5978,Martin,2,597800,59780
5979,Smith,3,597900,59779
5980,Miller,3,598000,59800
5981,Davis,2,598100,59810
5982,Anderson,1,598200,59820
5983,Johnson,3,598300,59830
5984,Martin,1,598400,59840
5985,Martinez,0,598500,59850
5986,Anderson,3,598600,59860
5987,Jackson,2,598700,59870
5988,Johnson,5,598800,59880
5989,Williams,4,598900,59890
5990,Smith,1,599000,59900
5991,,3,599100,59910
5992,Smith,1,599200,59920
5993,Jones,1,599300,59930
5994,Martinez,4,599400,59940
5995,Anderson,2,599500,59950
5996,Anderson,1,599600,59960
5997,Taylor,3,599700,59970
5998,Brown,4,599800,59980
5999,,2,599900,59990
6000,,3,600000,60000
6001,Taylor,1,600100,60010
6002,Thompson,4,600200,60020
6003,Thomas,3,600300,60030
6004,Smith,0,600400,60040
6005,Thompson,3,600500,60050
6006,Taylor,4,600600,60060
6007,Thompson,1,600700,60070
6008,Wilson,1,600800,60080
6009,Harris,1,600900,60090
6010,Harris,5,601000,60100
6011,Anderson,0,601100,60110
6012,Thomas,0,601200,60120
6013,Harris,1,601300,60130
6014,Garcia,1,601400,60140
6015,Wilson,1,601500,60150
6016,Thomas,2,601600,60160
6017,Williams,4,601700,60170
6018,White,2,601800,60180
6019,Smith,3,601900,60190
6020,Wilson,1,602000,60200
6021,Johnson,4,602100,60210
6022,Wilson,3,602200,60220
6023,Jones,4,602300,60230
6024,Martin,3,602400,60240
6025,Taylor,4,602500,60250
6026,Johnson,1,602600,60260
6027,Moore,0,602700,60270
6028,Williams,0,602800,60280
6029,Garcia,2,602900,60290
6030,Thomas,1,603000,60300
6031,Davis,4,603100,60310
6032,Martin,3,603200,60320
6033,Martinez,5,603300,60330
6034,Moore,2,603400,60340
6035,Martin,4,603500,60350
6036,Davis,2,603600,60360
6037,Jackson,4,603700,60370
6038,White,5,603800,60380
6039,Johnson,2,603900,60390
6040,,2,604000,60400
6041,Jackson,2,604100,60410
6042,,3,604200,60420
6043,Williams,3,604300,60430
6044,Wilson,5,604400,60440
6045,Garcia,1,604500,60450
6046,Jackson,1,604600,60460
6047,Jones,1,604700,60470
6048,Thompson,1,604800,60480
6049,Davis,2,604900,60490
6050,White,2,605000,60500
6051,Wilson,1,605100,60510
6052,Johnson,1,605200,60520
6053,Brown,3,605300,60530
6054,Johnson,4,605400,60540
6055,Smith,3,605500,60550
6056,Smith,2,605600,60560
6057,Williams,4,605700,60570
6058,Martin,2,605800,60580
6059,Thomas,2,605900,60590
6060,Martinez,1,606000,60600
6061,Martinez,5,606100,60610
6062,Wilson,4,606200,60620
6063,Garcia,1,606300,60630
6064,Moore,1,606400,60640
6065,Wilson,4,606500,60650
6066,Miller,2,606600,60660
6067,Jones,3,606700,60670
6068,Harris,1,606800,60680
6069,Miller,5,606900,60690
6070,Smith,0,607000,60700
6071,Thompson,4,607100,60710
6072,Moore,3,607200,60720
6073,Jackson,3,607300,60730
6074,Martin,1,607400,60740
6075,Martin,3,607500,60750
6076,Davis,1,607600,60760
6077,Davis,3,607700,60770
6078,Brown,3,607800,60780
6079,Anderson,3,607900,60790
6080,Thomas,3,608000,60800
6081,Williams,4,608100,60810
6082,Moore,4,608200,60820
6083,Moore,4,608300,60830
6084,Johnson,1,608400,60840
6085,Davis,4,608500,60850
6086,Thompson,5,608600,60860
6087,Martin,1,608700,60870
6088,Anderson,0,608800,60880
6089,Jackson,2,608900,60890
6090,Williams,5,609000,60900
6091,Brown,3,609100,60910
6092,Taylor,5,609200,60920
6093,Miller,1,609300,60930
6094,Thompson,2,609400,60940
6095,Moore,3,609500,60950
6096,Jackson,0,609600,60960
6097,Jones,3,609700,60970
6098,Williams,3,609800,60980
6099,Martinez,4,609900,60990
6100,Davis,1,610000,61000
6101,Martin,5,610100,61010
6102,Jackson,1,610200,61020
6103,Thomas,3,610300,61030
6104,Jones,0,610400,61040
6105,Thomas,4,610500,61050
6106,Jones,5,610600,61060
6107,Anderson,1,610700,61070
6108,,2,610800,61080
6109,Thompson,2,610900,61090
6110,Martin,4,611000,61100
6111,Jackson,5,611100,61110
6112,Davis,1,611200,61120
6113,Smith,4,611300,61130
6114,Martin,0,611400,61140
6115,Martin,4,611500,61150
6116,Harris,4,611600,61160
6117,Jones,1,611700,61170
6118,Harris,4,611800,61180
6119,Wilson,1,611900,61190
6120,White,5,612000,61200
6121,Brown,1,612100,61210
6122,Smith,2,612200,61220
6123,Johnson,3,612300,61230
6124,Wilson,1,612400,61240
6125,Thomas,5,612500,61250
6126,Jones,0,612600,61260
6127,White,1,612700,61270
6128,Taylor,5,612800,61280
6129,Martinez,1,612900,61290
6130,Brown,3,613000,61300
6131,Brown,1,613100,61310
6132,Smith,1,613200,61320
6133,Anderson,1,613300,61330
6134,Wilson,2,613400,61340
6135,Brown,3,613500,61350
6136,Brown,3,613600,61360
6137,Martin,2,613700,61370
6138,Brown,0,613800,61380
6139,Brown,2,613900,61390
6140,Harris,0,614000,61400
6141,Harris,1,614100,61410
6142,Jackson,4,614200,61420
6143,Davis,2,614300,61430
6144,Thompson,4,614400,61440
6145,Johnson,3,614500,61450
6146,Martin,5,614600,61460
6147,Williams,4,614700,61470
6148,Thompson,3,614800,61480
6149,Martin,0,614900,61490
6150,Davis,1,615000,61500
6151,Jackson,0,615100,61510
6152,Martin,2,615200,61520
6153,Johnson,1,615300,61530
6154,Wilson,2,615400,61540
6155,Smith,3,615500,61550
6156,Davis,4,615600,61560
6157,Thompson,0,615700,61570
6158,Taylor,3,615800,61580
6159,Miller,1,615900,61590
6160,Thomas,4,616000,61600
6161,Thompson,3,616100,61610
6162,Wilson,4,616200,61620
6163,White,5,616300,61630
6164,Jones,3,616400,61640
6165,Davis,1,616500,61650
6166,Williams,4,616600,61660
6167,Wilson,2,616700,61670
6168,Smith,5,616800,61669
6169,Thomas,4,616900,61690
6170,Harris,5,617000,61700
6171,Miller,4,617100,61710
6172,Harris,2,617200,61720
6173,Wilson,2,617300,61730
6174,Moore,3,617400,61740
6175,White,0,617500,61750
6176,Smith,1,617600,61760
6177,Brown,3,617700,61770
6178,Martin,2,617800,61780
6179,Williams,1,617900,61790
6180,Brown,4,618000,61789
6181,Garcia,3,618100,61810
6182,Martin,2,618200,61820
6183,Jones,3,618300,61830
6184,Moore,1,618400,61840
6185,Wilson,5,618500,61850
6186,Wilson,1,618600,61860
6187,Miller,5,618700,61870
6188,Wilson,4,618800,61880
6189,Anderson,1,618900,61890
6190,Miller,4,619000,61900
6191,Wilson,4,619100,61910
6192,Jones,4,619200,61920
6193,White,3,619300,61930
6194,Jones,2,619400,61940
6195,Williams,1,619500,61950
6196,Johnson,4,619600,61960
6197,Jackson,5,619700,61970
6198,White,2,619800,61980
6199,Thomas,5,619900,61990
6200,Thompson,4,620000,62000
6201,Taylor,1,620100,62010
6202,Wilson,1,620200,62020
6203,Davis,0,620300,62030
6204,Jackson,3,620400,62040
6205,Moore,1,620500,62050
6206,Williams,0,620600,62060
6207,Brown,3,620700,62070
6208,Jackson,2,620800,62080
6209,Williams,2,620900,62090
6210,Taylor,5,621000,62100
6211,Moore,1,621100,62110
6212,Martinez,4,621200,62120
6213,Davis,4,621300,62130
6214,Thomas,1,621400,62140
6215,Smith,3,621500,62150
6216,White,4,621600,62160
6217,White,1,621700,62170
6218,Williams,1,621800,62180
6219,,1,621900,62190
6220,Jackson,4,622000,62200
6221,Garcia,2,622100,62210
6222,Harris,1,622200,62220
6223,Smith,0,622300,62230
6224,Wilson,3,622400,62240
6225,Johnson,4,622500,62250
6226,Harris,2,622600,62260
6227,White,1,622700,62270
6228,Johnson,5,622800,62280
6229,Garcia,3,622900,62290
6230,Wilson,4,623000,62300
6231,Miller,3,623100,62310
6232,Miller,1,623200,62320
6233,Garcia,2,623300,62330
6234,Johnson,5,623400,62340
6235,Miller,0,623500,62350
6236,Smith,1,623600,62360
6237,Garcia,2,623700,62370
6238,Martin,0,623800,62380
6239,Davis,3,623900,62390
6240,White,2,624000,62400
6241,Jones,2,624100,62410
6242,Wilson,4,624200,62420
6243,Garcia,4,624300,62430
6244,Jones,0,624400,62440
6245,Thomas,4,624500,62450
6246,Smith,3,624600,62460
6247,Thomas,1,624700,62470
6248,Brown,5,624800,62480
6249,Garcia,3,624900,62490
6250,Jones,1,625000,62500
6251,Jones,0,625100,62510
6252,Harris,0,625200,62520
6253,Harris,4,625300,62530
6254,Miller,4,625400,62540
6255,Wilson,4,625500,62550
6256,Jackson,3,625600,62560
6257,Moore,3,625700,62570
6258,,0,625800,62580
6259,Taylor,4,625900,62590
6260,Thompson,2,626000,62600
6261,Jackson,1,626100,62610
6262,Anderson,1,626200,62620
6263,Wilson,3,626300,62630
6264,Williams,3,626400,62640
6265,Williams,1,626500,62650
6266,Johnson,4,626600,62660
6267,Jackson,2,626700,62670
6268,Miller,1,626800,62680
6269,,3,626900,62690
6270,Martinez,2,627000,62700
6271,Moore,4,627100,62710
6272,Moore,1,627200,62720
6273,Johnson,3,627300,62730
6274,Williams,0,627400,62740
6275,Moore,4,627500,62750
6276,Johnson,4,627600,62760
6277,Davis,1,627700,62770
6278,Harris,4,627800,62780
6279,Johnson,3,627900,62790
6280,White,2,628000,62800
6281,Williams,0,628100,62810
6282,Anderson,3,628200,62820
6283,Williams,3,628300,62830
6284,Jones,4,628400,62840
6285,Smith,4,628500,62850
6286,Thomas,2,628600,62860
6287,Moore,4,628700,62870
6288,Wilson,2,628800,62880
6289,Thompson,2,628900,62879
6290,Moore,5,629000,62900
6291,Thompson,5,629100,62910
6292,Davis,3,629200,62920
6293,Thompson,0,629300,62930
6294,Davis,4,629400,62940
6295,,4,629500,62950
6296,Thompson,3,629600,62960
6297,Harris,3,629700,62970
6298,Thomas,1,629800,62980
6299,Smith,4,629900,62990
6300,Anderson,5,630000,63000
6301,Thomas,1,630100,63010
6302,Jackson,5,630200,63020
6303,Taylor,5,630300,63030
6304,Wilson,1,630400,63040
6305,Wilson,5,630500,63050
6306,Jackson,1,630600,63060
6307,Anderson,3,630700,63070
6308,Martinez,0,630800,63080
6309,Anderson,2,630900,63090
6310,Martinez,2,631000,63100
6311,Brown,0,631100,63110
6312,Moore,1,631200,63120
6313,Garcia,3,631300,63130
6314,Anderson,2,631400,63140
6315,Jones,0,631500,63150
6316,Harris,3,631600,63160
6317,Harris,5,631700,63170
6318,Garcia,1,631800,63180
6319,Garcia,3,631900,63190
6320,Brown,2,632000,63200
6321,Thomas,2,632100,63210
6322,,2,632200,63220
6323,Wilson,0,632300,63230
6324,Thomas,4,632400,63240
6325,Thomas,5,632500,63250
6326,Smith,2,632600,63260
6327,Jones,1,632700,63270
6328,Smith,3,632800,63280
6329,Thompson,4,632900,63290
6330,,2,633000,63300
6331,Garcia,1,633100,63310
6332,Brown,4,633200,63320
6333,Thomas,2,633300,63330
6334,Miller,2,633400,63340
6335,Garcia,4,633500,63350
